conv_id,text,predicted_intent,confidence,intent_id
223,@115850 Guys don't buy smart phones from Amazon if you buy you will be suffering like me here is the email screenshot attached https://t.co/O9dhKWf7mr,product_defect,75.0,6
224,"@115850 @AmazonHelp : Just look at the tone taken by your executives who don't understand that if I'm buying something worth 60k, I need to be assured of the installation/demo.
@115851: I still don't have an answer! https://t.co/t5HmE5p9gb",general_feedback_or_praise,80.0,11
225,@115850 still I have not received my product n I received a mail from there end tha the address is incompletely (1/2),delivery_problem,70.0,
226,"So, the first picture is what I actually ordered from Amazon. The second picture is what got delivered 😩😂🤔 https://t.co/9Eblz1NW4y",product_defect,85.0,6
227,Dear @115850   I understand that Chennai has many Telugu speakers. But renaming Tamilnadu as #TamilNaidu is just too much 😂 https://t.co/ltuyNz23Du,general_feedback_or_praise,50.0,
228,Amazon Echo launched in India. By invitation only - whatever it means. https://t.co/AQ2dw3hkOB,other,50.0,
229,Can @115850 explain why this shoe is priced Rs 4999 when MRP is only Rs 3999? BTW @82577 is offering it Is 3299. https://t.co/8bWMgDAWmb,other,50.0,
230,@115850 would I be able to buy Kindle e books using a Canadian card from Canada?  It's a gift for someone ?,other,50.0,
231,why am i still waiting for my “next day delivery” amazon...,order_status,75.0,1
232,thank you to @115830 for getting me my money back after ordering an Xbox and it turned out to be some dodgy seller!!,refund_or_return,85.0,3
233,@AmazonHelp: please let me know what to make of this.  Thanks. https://t.co/QpMr1SWFEB,other,60.0,
234,Well thanks for never sending my Battlefront II beta code @116090. Your service continues to astound me.,general_feedback_or_praise,70.0,
235,Preordered #StarWarsBattlefrontII from @115821 and the #StarWarsBattlefrontIIBETA code doesn't work. That sucks,digital_content,80.0,9
236,@115850 I want my money back from Amazon pay .please help,refund_or_return,90.0,3
237,@amazonhelp it's Wednesday Oct 4. How is Monday Oct 9 one day shipping or Tuesday Oct 10 two day free prime shipping? https://t.co/8fNK2F1P8m,order_status,80.0,1
238,"If my robot butler can’t tell me the parking situation at the new Trader Joe’s on Capitol Hill then what’s the point, really. cc @115833",other,50.0,
239,@AmazonHelp I pre ordered Star Wars battlefront 2 for PS4 through you guys. How do I get into the beta? I need a code?,digital_content,85.0,9
240,".@amazonhelp why did you cancel my pre-order of ""art of the larder"" and why did you not bother to send me an email informing me?",cancellation_or_change,75.0,4
241,Preordered #StarWarsBattlefrontII from @115821 and I haven’t received my code for the beta @AmazonHelp,digital_content,80.0,9
242,since when does @115821 charge for returning items that don't work out? i have never had to pay for shipping return items.........,refund_or_return,85.0,3
243,"Dear @115821, y’all are some fucking bitches. My order for my computer charger is still not here . It has been ordered two weeks ago.",other,70.0,
244,"when do i receive my star wars battlefront 2 beta code, ordered it this morning @AmazonHelp #Amazon @115830  #amazonhelp",digital_content,80.0,9
245,@AmazonHelp need help getting credit for a damaged item.,refund_or_return,85.0,3
246,@115850 first time i am facing such an unprofessional approach by Amazon. No action on delivery or replacement complaints,delivery_problem,80.0,2
247,@115850 @12590 pls guide as to how i can activate the firetv promo offer,other,50.0,
248,@115830 pretty sure inside my wheelie bin is not a safe place for my parcel https://t.co/ZEQpk9ECJ7,delivery_problem,80.0,2
249,So @115821  whats the deal with #amazonprime? What happened to two days? Is that just a thing of the past? https://t.co/HlXx8lUrfi,order_status,80.0,1
250,@115850 courier did not pick up my call thru d day &amp; nw says unable to contact me. I cld him multpl times as he was non commital to.. 1/2 https://t.co/fBrGPaWhOX,delivery_problem,80.0,2
251,@116324 @115821 One of you is lying! Either it has been given to MyHermes or not. Both are saying the other has it - Sort it out guys!,delivery_problem,85.0,2
252,"@AmazonHelp @115821 IndianArtVilla selling fake  &amp; defective copper bottles with poisonous glue pasted inside to hide the leakage, ban it!!!",product_defect,90.0,6
253,@115821 @117634 Is there  a way to gift someone a book on their #Kindle? Options while buying are only to send to my own devices!Help!,digital_content,70.0,
254,why won't @115821 accept my postcode as valid?,app_or_site_technical,60.0,
255,@AmazonHelp hi can you please DM me and met me know when i can expect my delivery today.,order_status,75.0,1
256,Hate to say this but @115830 logistics is the actual worse.,general_feedback_or_praise,65.0,
257,@117093 did the minimum delivery charge jump from $40 to $50?,billing_or_payment,60.0,
258,@AmazonHelp you already has prepaid recharge option in Amazon pay India please add mobile bill payment option too. Thanks in advance,app_or_site_technical,70.0,
259,@115850 can we have contact details for corporate queries. Please confirm.,other,50.0,
260,Hey @115821 I can't log in on my phone because your captchas are completely indecipherable. I've failed 4 in a row now. https://t.co/7LUbMU0ECR,account_access,80.0,7
261,@115850 amazing to know i ordered something in previous Amazon sale guess what sale is again back but didn't get my last package,delivery_problem,75.0,2
262,Don't know if I was ordering from a random shady website or @115850 Made someone wait for 4 hours and did not deliver after promising twice in the last 2 hours to deliver by a cut off time. Third bad experience but terrible nevertheless. Third in the last two weeks.,delivery_problem,80.0,2
263,@115850 Aren't you treading into Restrictive &amp; Malpractice Zone - fortnight back Lenovo K8 Note was 13999/- and now 11999/- ? Y I suffer?,billing_or_payment,65.0,
264,"@115850 The desktop site is not working properly, when u click (under ebooks )next page it is going back 2 home page(main amazon page",app_or_site_technical,75.0,8
265,#AmazonIndia #Amazon This s ridiculous that I hve nt received ma order n it's showing delivered. Plz check n clarify.... https://t.co/XSQWMrMCcY,delivery_problem,90.0,2
266,@115821 has it's own delivery service! And it is amazing! UPS and FED EX need to take notes from them. Amazon is taking over the world! Lol,general_feedback_or_praise,70.0,
267,I despise the @115821 marketing ghoul who decided my iOS Kindle app should show an alarm icon that displays dumb book recos in library view.,general_feedback_or_praise,60.0,
268,Apparently not if you pre-ordered through @115821 🙄 https://t.co/U2k9qCPrkr,other,50.0,
269,@AmazonHelp My parcel (delivered by Amazon delivery) was ripped and opened. Fort. wasn't confidential or a gift for partner but not ideal!,delivery_problem,85.0,2
270,"@AmazonHelp
Talked regarding delivery delay issue worst experience. Unprofessional cs agent",delivery_problem,80.0,2
271,@117795 hi why does prime now suddenly cost 3.99 for delivery? Never used to and I still have Amazon prime,billing_or_payment,70.0,
272,@AmazonHelp I’ve gotten 38 security emails today. I reported on web chat and changed my password but I’m still receiving them. Please help https://t.co/V1bPGP7sv9,account_access,75.0,7
273,@AmazonHelp help please my order is out for delivery but it hasn’t arrived and it seems to have changed on the website ? Help thanks,delivery_problem,85.0,2
274,What the heck @115821 @AmazonHelp and @115817 @UPSHelp and FYI @7062 ...nice Christmas gift I've got here. Even the styrofoan is busted 😡,delivery_problem,90.0,2
275,@AmazonHelp Samsung. I've been able to purchase music before via phone.,digital_content,65.0,
276,@115830 Was there really a need for such a big box for such a tiny item??? https://t.co/ssndIqZpJF,product_defect,75.0,6
277,@AmazonHelp I have yet to receive my battlefront2 beta code from you. When will this be sent? There is nothing in my junk or spam folder. Ty,digital_content,80.0,9
278,How much does Amazon call back cost? @AmazonHelp,other,60.0,
279,"@115830 what's happening with deliveries at the minute? This is not the 1st time either. I was in, and the safe place wasn't used. #prime https://t.co/k972caieGW",delivery_problem,80.0,2
280,Shout out to @115821 for once again delivering my package(s) to the wrong fucking place 😡,delivery_problem,85.0,2
281,@115821 @AmazonHelp please tell me why you needed an entire box to ship this tiny rubber thing??? https://t.co/xcSpFFiic1,product_defect,70.0,
282,"Hi @AmazonHelp , this seems like somewhat excessive packaging for 2 CDs. (Additional inner paper packaging already removed) https://t.co/u1gzyrelqo",product_defect,75.0,6
283,"@AmazonHelp poor customer service over phone, cannot contact carrier. Cannot even locate my item 26hrs... Cannot escalate locally.... https://t.co/IpvzNV1DlM",delivery_problem,85.0,2
284,@AmazonHelp Team as u can see the product has the price of 5200 and next to it is the delivery price of 3000 Rs. Which product has this much delivery ??,billing_or_payment,65.0,
285,@115830 why did you deliver this to our neighbour rather than putting it through the door? #pissedoffneighbours https://t.co/ISEKV71YbZ,delivery_problem,80.0,2
286,@AmazonHelp ridiculous levels of packaging again. Do you not have an environmental policy around surplus packaging? https://t.co/XAKScV0Yb0,general_feedback_or_praise,70.0,
287,@AmazonHelp my order was supposed to be shipped yesterday wtf going on,order_status,80.0,1
288,@115821 I'm calling your customer service &amp; your customer service line keeps offering me discounts on random things I WANT TO TALK TO SOME1,account_access,85.0,7
289,FUCK @115821 THEY JUSY TOOK ALMOST £300 FROM ME AND WONT GIVE ME IT BACK!!!!!,refund_or_return,90.0,3
290,@115821 v disappointed with your customer service. Getting married Friday and got 40 of 160 paid for shot glasses. Rep wouldn't do anything.,general_feedback_or_praise,75.0,11
291,"@AmazonHelp again #bad #experience Product ordered, cancelled. Now not able to order tht product due to qty restrictions #badservice #amazon",cancellation_or_change,80.0,4
292,@AmazonHelp your indian team is associated with many fraudsters who takes one month for te fund of our money after not providing products,refund_or_return,85.0,3
293,@AmazonHelp hi amazon. Please can you send me a link to reach customer service? I’ve a problem with my order delivery. Thanks,order_status,70.0,
294,"My parcel has been ""out for delivery"" for nearly 8 hours, where is it and when will it be here😫 @AmazonHelp",order_status,85.0,1
295,@AmazonHelp hi can you help with firesticks?,other,60.0,
296,hey @AmazonHelp - i am locked out of my account and i want to cancel my audible subscription ASAP. pls advise what to do. thanks.,account_access,80.0,7
297,"Every time I get a new skill, @115833's lack of context-sensitivity voice commands frustrates me more...verges on unusable.",digital_content,65.0,
298,WTF .. KAUNSA AISA COMPANY HAI JO 1290 MA 32GB SD CARD PRICE KARTHAI . STOP TRAPPING INNOCENT PEOPLE. @115850 https://t.co/Hbjmxdtf8r,billing_or_payment,70.0,
